"","year","dublin_pressure","dublin_uwind","dublin_vwind","newlyn_pressure","newlyn_uwind","newlyn_vwind","brest_pressure","brest_uwind","brest_vwind"
"1",1948,100408.81147541,6.20219485597512,2.12972212329422,100466.099726776,5.48791900635433,1.42726317467152,102636.031420765,4.93300104154393,0.945364264210451
"2",1949,100644.815068493,6.49000884259091,0.676173601821302,100692.01369863,4.86487206860036,0.136652765486515,102829.054794521,3.52240644605501,-0.165059357312366
"3",1950,100204.623287671,6.62377617815173,1.26952964378871,100268.054794521,6.39041994638875,0.589324063390625,102462.198630137,5.62555725404037,-0.107525257206202
"4",1951,100024.287671233,5.20987207878695,0.950899412308433,100050.205479452,5.43473522257047,0.494187220846104,102227.294520548,5.38247464399834,0.0141871310404802
"5",1952,100365.259562842,4.65321954104364,-1.24295553782435,100351.318306011,4.22091052211594,-1.4202777020174,102478.053278689,4.06585591692209,-1.49882971011756
"6",1953,100684.595890411,4.84131046573734,0.622337858822132,100685.363013699,3.41000914561063,0.133502059909621,102792.849315068,2.33631053427408,-0.29136063725404
"7",1954,100213.890410959,6.46117352321161,-0.376566253375669,100298.109589041,6.17610492979639,-0.831497816460349,102509.082191781,5.37261183275872,-1.30978531732606
"8",1955,100445.890410959,2.92863918329888,-0.336155260808005,100384.308219178,2.60932413478788,-0.554100343381689,102464.349315068,2.70898170561395,-0.614442845729131
"9",1956,100580.765027322,4.43197631902426,-0.649376268421918,100575.273224044,3.43805549902333,-1.11508665517055,102694.221311475,2.44966752060048,-1.35798254762936
"10",1957,100437.232876712,4.86939266213107,0.283981598967626,100445.294520548,4.16726923166532,-0.261292264324406,102574.575342466,3.38555691157462,-0.771429373373797
"11",1958,100228.01369863,4.68226931578259,0.63692684302927,100246.082191781,4.99815972439145,0.236652812611462,102403.301369863,4.56247458916107,-0.259922470129094
"12",1959,100362.869863014,4.08089952578882,1.39274898484693,100354.842465753,3.2435706088598,0.435899498052306,102458.575342466,2.51247473167321,-0.185881234868713
"13",1960,100019.132513661,3.52234484884656,0.968383240234935,100006.338797814,4.07418939977045,0.260937984514413,102147.657103825,4.19194916563959,-0.467750493439928
"14",1961,100335.178082192,6.15624209836737,1.09206390932213,100384.671232877,5.02946121406352,0.316242019380458,102527.034246575,3.72754338770144,-0.350059308968751
"15",1962,100529.993150685,4.85494053624243,-1.09300494227304,100531.609589041,4.00151589951049,-1.50533360436197,102659.253424658,3.07144752180833,-1.94047023214528
"16",1963,100241.232876712,3.2394611733434,1.53103652022448,100199.863013699,3.58918700354214,0.839529495096104,102316.815068493,3.69137890218785,0.170899672769932
"17",1964,100575.075136612,4.6563615455449,0.882659381617411,100564.06420765,3.57617024991472,0.156361500980404,102666.892076503,2.86770035482086,-0.35716304898699
"18",1965,100243.828767123,4.44459808386997,-0.544785565522207,100249.883561644,4.71466648659362,-0.935539212240342,102412.767123288,4.92076256984849,-1.28259373562037
"19",1966,100164.01369863,5.09131042792311,0.131516000424764,100186.726027397,5.30315958573122,-0.253963456884177,102366.191780822,5.18124197402761,-0.570127946571704
"20",1967,100390.821917808,7.05884463084953,0.0133652905850007,100498.506849315,6.1772009247416,-0.403552561019398,102699.308219178,4.8617212471783,-0.580881273828553
"21",1968,100373.271857923,3.42685319771113,0.376102087238889,100347.547814208,3.75602011746006,-0.0331876937890096,102455.177595628,3.9421539380628,-0.0761521661250751
"22",1969,100376.47260274,3.65959815087682,-0.198004445683781,100340.575342466,3.32843365145569,-0.729922349430464,102429.582191781,3.06994043441449,-0.804305902166765
"23",1970,100343.48630137,5.54370780500955,-0.674031961643729,100401.273972603,5.16569388977408,-1.00937438158955,102571.575342466,4.8012422107279,-0.996018362640197
"24",1971,100571.609589041,3.81247467819023,0.489598397000214,100546.547945205,2.91377624615339,-0.159031963473112,102625.561643836,2.46726939382379,-0.57766210349283
"25",1972,100342.021857923,3.77179878836439,1.31927137675133,100348.019125683,3.88989969421904,0.48894348105989,102483.37431694,3.85718109028793,0.0334108605705683
"26",1973,100763.315068493,5.06466668452916,-0.92108665665815,100764.321917808,3.59624190612008,-1.36355280427552,102875.054794521,2.35466658386406,-1.59677187557419
"27",1974,100246.993150685,6.47281728081943,0.575283088680062,100342.150684932,6.3752145594368,-0.162524914765251,102573.253424658,5.5385707768461,-0.674374400135836
"28",1975,100680.869863014,3.86521452923911,-0.0855390857027774,100659.438356164,2.76322812381694,-0.741429427996468,102746.739726027,2.07185806909859,-1.05848401440815
"29",1976,100493.524590164,4.08450368789649,1.00964012130403,100475.43715847,3.56373871121771,0.279927054857598,102570.580601093,2.96421667499162,-0.277996468202512
"30",1977,100310.54109589,4.60062561520393,0.74610501570061,100315.835616438,4.8432968033075,0.557132470753638,102469.184931507,5.05206385206362,0.283228370821195
"31",1978,100332.390410959,5.00288585528612,-0.0843744231624041,100353.780821918,4.90829688209942,-0.484305868345677,102511.993150685,4.86569383744189,-0.554990908161575
"32",1979,100219.047945205,5.75466659334942,0.265214753066219,100263.815068493,5.78562533296244,-0.0643060143483787,102451.917808219,5.67363917677667,-0.364305840695821
"33",1980,100434.385245902,4.60745418254616,-0.0188432594388504,100449.515027322,4.93805544285706,-0.324512943727534,102616.468579235,5.19707203483358,-0.622463630187628
"34",1981,100385.219178082,5.36973508315941,-0.131566258386773,100416.034246575,5.40987211861489,-0.380812871082807,102585.828767123,5.58110476456694,-0.522593728452777
"35",1982,100356.883561644,6.20439260794697,1.74699546907473,100409.801369863,5.76733776239311,1.0165843500576,102589.719178082,5.39994062712257,0.31980347229048
"36",1983,100512.636986301,5.64343378061831,0.493776129870184,100531.595890411,4.71973518485295,0.504050089032695,102661.698630137,4.18110510892559,0.573913356585108
"37",1984,100396.68715847,4.7480965332464,-0.0337341589068907,100404.549180328,4.15923030790239,-0.443228864236414,102532.383879781,3.78559648844708,-0.685031797767941
"38",1985,100410.130136986,5.25343354598392,1.05329660877844,100415.212328767,4.83048879394012,0.716721383235579,102550.390410959,4.1858309349283,0.474187324008106
"39",1986,100389.575342466,6.06487220860887,0.944872138541416,100439.047945205,5.7198035372912,0.475488571214415,102616.95890411,5.54980361436925,0.0151459543211952
"40",1987,100520.301369863,4.20809140152844,0.211995270607208,100488.506849315,3.53795418028529,0.0828173634051527,102580.602739726,3.42069405793929,0.0648036628119644
"41",1988,100353.640710383,6.28395720243191,0.539216720905988,100405.539617486,5.5075226182848,0.393383375077938,102566.830601093,4.82384769221167,0.272618222770956
"42",1989,100530.719178082,6.05774867106435,1.61802290818089,100548.575342466,4.3423378287306,1.19857083190422,102652.253424658,3.27699523425789,0.997269342445526
"43",1990,100459.363013699,7.47124200510627,1.05610503651463,100553.150684932,5.99281714478352,0.630283052560306,102726.739726027,4.84740608915775,0.345351713594338
"44",1991,100601.075342466,4.61452945988212,0.814050297560199,100612.945205479,3.88357062067228,0.277474756871842,102731.239726027,3.67226929184859,-0.0538952015407753
"45",1992,100542.766393443,6.16674414864589,0.589285044183956,100594.426229508,5.28313739353753,-0.044868025399377,102752.144808743,4.48183956340775,-0.458870845684501
"46",1993,100525.780821918,4.77987201419625,0.73788562950115,100530.630136986,4.40507744058655,0.263776171611569,102660.863013699,4.10624190262422,-0.0032787037395123
"47",1994,100267.938356164,6.60514592117217,1.97836533129142,100337.431506849,6.60939267028446,1.46576245189664,102539.828767123,6.52863925381352,0.885625722010488
"48",1995,100443.808219178,4.87692689105916,0.545556973144772,100451.116438356,4.53425558557462,0.304461220834171,102593.97260274,4.5054885146483,0.109735116744194
"49",1996,100430.068306011,2.99468132297566,0.803697560025054,100371.441256831,2.88470842730989,0.280678312015347,102439.316939891,3.04461299012989,-0.0421356965639945
"50",1997,100470.253424658,4.26220071394874,1.97096795392311,100448.356164384,3.91254342423143,1.75370753524773,102555.705479452,4.09583097813969,1.47117340069978
"51",1998,100363.219178082,6.69370766812859,0.397474855844338,100440.363013699,6.35178995704297,0.10733785426723,102653.869863014,5.87932417295818,-0.178758151651408
"52",1999,100275.006849315,6.57165279384351,0.578022895166256,100356.089041096,6.10679003123911,0.125694120479666,102564.890410959,5.48952973218504,-0.25834724356226
"53",2000,100161.728142077,6.37077407436155,1.11141613835073,100258.538251366,6.18675747253261,1.07179869785623,102491.734972678,5.88402531379368,0.943929911347603
"54",2001,100417.993150685,4.65822829551391,-0.0417031132993904,100431.061643836,4.16089959879899,-0.12410060731745,102583.308219178,4.11548871820393,-0.016086860237024
"55",2002,100221.260273973,5.68946102756445,2.24309140760555,100294.849315068,5.6699405177253,1.58411883798486,102491.993150685,5.41425549376806,1.1224747775713
"56",2003,100542.698630137,4.29446128653789,1.79240652101734,100539.924657534,3.35144766508583,1.42315979721597,102638.869863014,3.09507764654556,1.16706389855926
"57",2004,100470.662568306,5.9787658561699,-0.405113769338152,100542.780054645,4.90936697673166,-0.521370595738425,102715.881147541,4.1043804389987,-0.539198352627807
"58",2005,100637.917808219,5.31035161190432,-0.134785511344018,100687.931506849,4.1195978223297,-0.297662215025418,102832.356164384,3.22473502646503,-0.399305896218028
"59",2006,100386.643835616,5.59281721248392,1.83781722221431,100454.315068493,4.70405026291117,1.44370771648226,102610.01369863,4.35480338750706,1.23692704919282
"60",2007,100572.554794521,5.96877601083843,-0.348621025694269,100640.904109589,4.78315952890764,-0.646155374400364,102819.109589041,4.0371322242253,-0.731018364353462
"61",2008,100283.715846995,6.25369771176488,0.606566732939026,100379.719945355,5.4405146343691,0.238328850565605,102578.592896175,5.02931241673767,-0.0553871381119529
"62",2009,100192.328767123,5.91699524538533,1.72137879944957,100264.780821918,5.3103517184668,1.29302266029816,102464.883561644,4.70240626504463,0.843502211220328
"63",2010,100352.842465753,3.05110509671161,-0.466908622416658,100316.164383562,2.63795406214477,-0.620401878696758,102402.054794521,2.80528304732307,-0.687456731939694
"64",2011,100440.123287671,7.41404999305677,2.28624193844553,100553.369863014,6.16274884420299,1.6938445605576,102735.301369863,4.87631044756103,1.10569401332141
"65",2012,100372.793715847,5.75806921067903,0.358274030714838,100443.900273224,5.80369743073957,0.586347902080958,102653.68852459,5.39447616877412,0.529859043470986
"66",2013,100401.938356164,4.98863939767393,0.78048847608666,100424.342465753,4.60021444668255,0.281584469591743,102575.561643836,4.25863919535295,-0.143141455992108
"67",2014,100055.760273973,6.12637731098104,2.17589781870789,100144.97260274,6.0306238747483,1.76144559961505,102342.719178082,5.63096631479523,1.36034991735334
"68",2015,100539.719178082,7.76294609718452,1.64890469099822,100662.109589041,6.58205569307082,1.24082249052013,102868.869863014,5.42479541610506,0.830959482968327
"69",2016,100466.140710383,5.48422223195202,0.92295149366617,100511.93989071,5.16291074305738,0.465779360768795,102679.296448087,4.70874407341625,0.225956965160623
"70",2017,100505.04109589,7.08828854396551,0.218014276251806,100616.116438356,6.26006936039025,-0.144725447190494,102817.315068493,5.29130223713263,-0.187533665090494
"71",2018,100344.445205479,5.16493242665978,1.77191846246268,100354.465753425,4.55595983724616,0.926302023758904,102472.260273973,3.98712419647912,0.36801434925712
"72",2019,100257.232876712,6.00815158921362,1.17041162756139,100323.609589041,6.02212418853674,0.668699300094355,102508.691780822,5.60232966999975,0.316233546188378
